State,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Area_408,Area_415,Area_510,Total_minutes,Total_calls,Avg_min_per_call,CS_calls_per_tenure,Intl_percent
11,-0.43740068624846634,0,0,-0.6012446349171208,0.9889100293070688,0.39560241260584605,-0.9290152870877526,-0.34206949073736104,-0.2309875943727256,-0.05526230046229816,0.6278616701834345,-0.6158785203216244,-1.1736479415603225,0,False,True,False,-0.011563295320584487,-0.030558311008301933,-0.057915230540011665,-0.5260637476740117,0.4650384098939637
23,-1.3935438838435381,0,0,-0.6012446349171208,0.5976864293380207,-1.4197698337124278,-0.7840935374804611,0.18607946834092612,-0.44618142291041796,0.639272506693741,-0.7265027461969346,-0.6158785203216244,0.3274511514803967,0,False,True,False,-0.3380394614074126,-0.40693773537333794,-0.09225120479904493,0.4967564503907217,-0.5582485259227946
46,0.6168084803307153,0,1,1.4725561805611012,-0.029713629598516613,0.15028183877905232,0.45377974041515096,-0.7645886579999908,2.4800524137469906,-1.0970645111963568,-0.5839380707884746,0.996647379794268,-1.1736479415603225,0,False,False,True,1.6050566167507438,-0.8991262133891543,1.9234052679285885,-0.5260637476740117,-1.0724166644994833
18,1.2787537709734573,0,0,-0.6012446349171208,0.40477893995236136,-0.045974620282382694,-0.25070098684251446,0.18607946834092612,-0.07411732684057563,0.9369302811891864,-0.47701456423212946,-0.21274704529265132,-1.1736479415603225,1,False,True,False,0.055983497662895905,0.6063914840709899,-0.3614508097968437,-0.5260637476740117,-0.5008831519496009
26,-0.7315985932007961,0,0,-0.6012446349171208,-0.37586538625315835,0.4446665273712048,0.20016667860239154,-1.5039972007095928,-0.5145607702962269,-1.3947222856918022,0.9842733587045842,-0.21274704529265132,-1.1736479415603225,0,False,True,False,-0.3796933170805601,-1.3913146914049705,0.5560584015789376,-0.5260637476740117,0.9976323705750718
13,-0.6335326242166862,0,0,-0.6012446349171208,1.2773698265192701,-1.4197698337124278,0.047193720683583726,1.348007178313158,1.51871923579356,0.4408339903634441,-0.15624404456309457,0.996647379794268,0.3274511514803967,1,False,True,False,1.6692260700850505,0.2300120597059538,1.074538780788077,0.09025098705730202,-0.7981421139964384
19,0.1264786354101657,0,0,-0.6012446349171208,-0.04774236692427919,1.7693976260358912,-0.2889442263222164,-1.292737617078278,-1.4195815445201676,0.09356658678542452,1.5545320603384236,0.1903844297363218,-1.1736479415603225,0,False,True,False,-0.9369543591942839,0.40372564018212426,-0.9969502777560537,-0.5260637476740117,1.9638636670651435
17,-0.19223576378819154,0,0,-0.6012446349171208,-0.8283866931297988,-0.09503873504774145,-0.3976355385276849,0.29170926015658355,0.917383210253653,0.09356658678542452,0.8060675144440094,1.8029103298522142,-0.4230983950399629,0,True,False,False,-0.20069431567433266,0.28791658653134394,-0.3840206653770344,-0.27568588668941546,0.7268271184314442
22,-1.6387088063038129,0,1,1.4725561805611012,1.8110204513618418,0.05215360924833481,-0.02325435204218282,-1.292737617078278,-0.25109916713325764,0.639272506693741,-0.4413733953800146,0.5935159047652949,0.3274511514803967,0,False,False,True,0.9633620834076666,-0.26217641830986255,0.8701329091234186,0.7731943417595686,-0.7908592816393615
5,0.9355228795290725,0,1,1.6870872994036759,-0.5831958654994279,-0.48755165317061144,-1.454356629414183,-0.1836248030138749,0.3964934757558737,2.0779517500883937,-0.049320538006750035,-1.4221414703795707,-0.4230983950399629,0,False,True,False,-0.9572183970893279,0.7222005377217702,-1.1548031109832682,-0.35679420785343957,0.39420770063896654
3,-0.9767635156610709,0,0,-0.6012446349171208,-2.200373603620331,1.180628248851586,-0.6794278294307511,-2.1905908475113662,0.23560089367161755,-0.6009682203706147,-0.29880871997155456,-0.6158785203216244,-0.4230983950399629,0,False,True,False,-1.6315605470410877,-0.8991262133891543,-0.8972759868927483,-0.15049695619711737,0.5893993598821533
13,-0.1432027792961366,0,0,-0.6012446349171208,1.0610249786101191,1.180628248851586,0.23035870977057718,0.5557837396957271,-1.1339972113206127,-0.9482356239486343,-0.5482969019363597,0.1903844297363218,0.3274511514803967,0,True,False,False,0.13929120900919228,0.4616301670075144,-0.22267689151876538,-0.035527530234802845,-0.5926762430912129
4,-0.6825656087087412,0,0,-0.6012446349171208,-0.26408721483343006,1.180628248851586,-0.9088872663089622,-0.7645886579999908,1.1466551397237175,-0.9978452530312084,-1.4749672920913488,0.1903844297363218,-0.4230983950399629,0,True,False,False,-0.07798430842100787,-0.2911286817225576,0.04785773551446692,-0.20979697590399543,-1.3033952640540953
47,0.5922919880846879,0,0,-0.6012446349171208,-0.617450466418377,-0.48755165317061144,0.0029120749702449835,-1.1871078252626206,0.0747083115873614,0.49044361944601833,1.2337615406693887,-0.6158785203216244,-0.4230983950399629,0,True,False,False,-0.3031402850326135,-0.6964603695002888,0.12227112509508795,-0.3382803519355645,1.1693781404668013
18,0.44519303460852294,0,0,-0.6012446349171208,0.00994959251816085,0.984371789790151,0.30281958457422264,-0.1308099071060462,-0.7659554298028771,0.14317621586799875,-0.6195792396405895,0.1903844297363218,-0.4230983950399629,0,True,False,False,-0.27274422819004746,0.6063914840709899,-0.6023769682993328,-0.3290451029648212,-0.49025697579727767
29,0.34712706562441303,0,0,-0.6012446349171208,-1.4089120350193538,0.8862435602594336,0.06732174146237416,-0.5005141784608472,1.997374667494222,0.2423954740331472,-0.049320538006750035,0.996647379794268,-0.4230983950399629,0,False,True,False,0.2743847949761543,0.4616301670075144,-0.12212870744195939,-0.32236650483908597,-0.23604205660809244
35,-0.9277305311690159,0,0,-0.6012446349171208,0.12533351140304144,0.7390512159633573,-0.9209640787762363,0.8726731151426994,0.5553749005640767,-0.7001874785357631,-0.9759909281617392,0.5935159047652949,-0.4230983950399629,0,True,False,False,-0.1567889002350711,0.5484869572455997,-0.4879281574305163,-0.16187776806005355,-0.8474258935193445
24,-2.374203573684637,0,0,-0.6012446349171208,0.047809940902262156,0.7881153307287161,1.0737227804018963,-1.5039972007095928,-0.42405869287383285,-1.0474548821137828,-0.013679369154635189,-1.0190099953505976,-0.4230983950399629,0,False,False,True,0.39259168269724726,-1.0438875304526296,0.9810524521874079,2.90768977440045,-0.25644377283973274
1,-1.7367747752879228,0,0,-0.6012446349171208,0.9005692164108322,-0.6838081122320465,-0.321149059568281,-0.553329074368676,-0.9188033827829204,-2.3373052382607127,-1.4036849543871188,-1.0190099953505976,-1.1736479415603225,0,False,False,True,-0.1759271582470581,-2.1440735401350426,1.4234384582846478,-0.5260637476740117,-1.213230953985661
30,-0.9522470234150434,0,1,1.3295354346660513,0.02076683491361829,-0.48755165317061144,-0.6774150273528722,-0.1308099071060462,-0.703609554245228,-0.7001874785357631,0.12888530625382483,0.1903844297363218,0.3274511514803967,0,True,False,False,-0.7557037980219412,-0.7543648963256789,-0.22632176319155076,0.2135139340035648,0.4436167042656142
32,-1.9083902210101151,0,0,-0.6012446349171208,-1.1114378691442715,-0.6838081122320465,0.16393624120056852,0.027634780617439958,1.392016327402208,-0.7001874785357631,0.09324413740170998,-0.21274704529265132,1.0780006980007564,0,False,True,False,0.17981928479928025,-0.8122694231510691,0.6167196034648804,2.2473525586169,-0.07788288385030033
37,-0.9277305311690159,0,0,-0.6012446349171208,-1.1565097124586778,-0.6838081122320465,-0.49223723618799975,-0.39488438664518977,-0.34763471638381094,2.4748287827489874,1.3763262160778489,-1.0190099953505976,-0.4230983950399629,0,False,True,False,-1.1486009772091927,0.7511528011344653,-1.3054576725956826,-0.16187776806005355,1.9774219908341861
22,0.5922919880846879,0,0,-0.6012446349171208,0.3813415814288698,0.10121772401369357,0.5242278131409175,-0.7645886579999908,-0.09020658504900148,0.639272506693741,0.4496558259228597,-0.6158785203216244,0.3274511514803967,0,False,True,False,0.4950376520555281,-0.030558311008301933,0.34015667855095416,-0.15049695619711737,0.0680002769230097
3,-0.2412687482802465,0,0,-0.6012446349171208,1.6343388255693694,-1.4688339484777866,0.5242278131409175,0.39733905197224095,-2.461361013515726,1.0361495393543347,0.23580881281017,-0.6158785203216244,0.3274511514803967,0,False,True,False,-0.056594490642906885,-0.08846283783369209,-0.0588961778187407,-0.014653648641644992,0.15428271582764447
43,2.5781278600129136,0,0,-0.6012446349171208,2.6241165047537343,-1.6650904075392214,-0.5445700902128547,0.6614135315113846,-0.3617128173161837,0.09356658678542452,0.16452647510593968,0.5935159047652949,0.3274511514803967,1,False,False,True,1.1367321853986039,-0.5227467890241183,1.20738827654771,-0.29605155002309075,-0.40420043379215215
15,0.4697095268545504,0,0,-0.6012446349171208,1.1331399279131695,-0.1441028498131002,-2.4043992101730916,-1.5039972007095928,-0.3999248055611941,-0.7994067367009116,1.2337615406693887,1.399778854823241,0.3274511514803967,0,False,True,False,-0.8221248111223646,-1.2755056377541902,0.061864235506732285,-0.13523001345415417,1.5531530728809604
18,-0.09416979480408162,0,0,-0.6012446349171208,1.0844623371336102,-1.4197698337124278,-0.9612201203338172,-0.1308099071060462,-0.2309875943727256,0.4408339903634441,0.4852969947749745,2.2060418048811874,-0.4230983950399629,0,False,True,False,0.02558744082032992,-0.4937945256114232,0.2634103734633888,-0.2857010011287993,0.32444910040970854
25,-0.9277305311690159,0,0,-0.6012446349171208,-0.8085550820714602,0.5427947569019224,1.399796717018301,-0.23643969892170363,0.41258273396429895,0.19278584495057297,-2.080867162577303,-1.0190099953505976,-0.4230983950399629,0,False,True,False,0.4432517774348585,0.2300120597059538,0.13881624543762636,-0.16187776806005355,-1.9218273508003567
15,-0.9277305311690159,0,0,-0.6012446349171208,0.5850663132099871,0.4937306421365636,0.6268807191127487,-0.34206949073736104,1.0139187595042063,1.1353687975194833,-2.6867670330632576,-0.21274704529265132,-0.4230983950399629,0,False,True,False,1.1986500789667955,0.7511528011344653,0.38894579988538897,-0.16187776806005355,-2.4772109710664436
17,-1.4180603760895656,0,1,0.9719835699284269,0.2821835261371756,-0.8310004565281227,2.210955954403556,-0.4476992825530185,-0.7317657561099724,0.39122436128086985,0.5922205013313196,-0.6158785203216244,-1.1736479415603225,0,False,True,False,1.0219026373266833,-0.5516990524368134,1.1341922413258512,-0.5260637476740117,-0.048275320609826755
23,0.8864898950370176,0,0,-0.6012446349171208,-0.8392039355252563,0.24841006830976983,0.15991063704481065,-0.1308099071060462,-0.12238510146585259,1.2345880556846318,-0.013679369154635189,-1.0190099953505976,2.5790997910414757,1,False,False,True,-0.5035291042169419,0.7222005377217702,-0.8263102697216633,0.3323746328446038,0.16554234050084862
50,2.749743305735106,0,0,-0.6012446349171208,-1.7550637916739953,2.3091028884548375,-1.6596624413578454,-0.5005141784608472,0.541296799631704,0.49044361944601833,0.16452647510593968,1.8029103298522142,-1.1736479415603225,0,False,False,True,-1.715994038270439,1.5039116498645373,-1.9757915892706033,-0.5260637476740117,1.1818873318821732
3,-0.21675225603421902,0,0,-0.6012446349171208,0.015358213715889827,-0.7819363417627639,-0.019228747886424386,-0.1308099071060462,0.9294501539099721,-0.1544815586274466,-0.3700910576757849,-1.0190099953505976,1.828550244521116,0,True,False,False,0.5074212307691667,-0.6964603695002888,0.8111331521744889,0.48598992199004026,-0.583961512072821
32,0.396160050116468,0,1,1.0434939428759518,-0.48584068394031,0.6409229864326398,1.5024496229901327,1.9289710332992738,0.5774976306006618,0.5896628776111668,0.5565793324792049,-0.21274704529265132,0.3274511514803967,0,False,False,True,0.8778028122952563,1.764482020578793,-0.363631564282934,-0.12545917009865776,-0.015569061066039905
22,-0.41288419400243886,0,1,2.3306806559314,-1.1168464903420001,0.003089494482976058,0.5363046256081917,1.7705263455757876,0.7484459990651839,-2.0892570928478413,-0.26316755111943974,-0.6158785203216244,-1.1736479415603225,0,False,False,True,0.013203862106691357,-0.2911286817225576,0.12168931595059447,-0.5260637476740117,-0.3027944161284069
9,0.07744565091811074,0,1,1.6870872994036759,-0.2712987097637352,1.2296923636169448,0.2645763450945207,-0.39488438664518977,-0.5346723430567589,-0.7001874785357631,1.3763262160778489,1.399778854823241,1.828550244521116,0,True,False,False,-0.2772473477222793,0.2010597962932587,-0.3954666436332923,0.37248857585949235,1.2780297895947585
16,-0.265785240526274,1,0,-0.6012446349171208,-2.1336672755150095,0.4937306421365636,-0.4580196008640562,1.348007178313158,0.44275009310509694,-0.9978452530312084,0.05760296854959513,-1.0190099953505976,-0.4230983950399629,1,True,False,False,-1.3388577774460004,0.3747733767694292,-1.2853881950523927,-0.267609181496364,0.7617885492441651
40,-0.6090161319706587,0,0,-0.6012446349171208,-0.22802974018190494,0.4446665273712048,0.35917804275483556,-1.451182304801764,0.8309034473833651,1.780293975592948,0.8060675144440094,-1.4221414703795707,-0.4230983950399629,0,False,False,True,0.5490750864423128,0.40372564018212426,0.11599243474410331,-0.22180710647754034,0.32325458691224956
27,1.2787537709734573,0,0,-0.6012446349171208,1.4684744421723528,-2.2538597847235264,-0.17622730996099004,0.6614135315113846,-1.0696401784869105,-0.7497971076183373,-0.6908615773448191,0.5935159047652949,0.3274511514803967,0,True,False,False,0.19783176292820767,-1.3623624279922755,1.0678273467246842,-0.21790638030835482,-0.7320470830118835
24,-0.9522470234150434,0,1,2.831253266564074,-1.5603534285557594,0.15028183877905232,-1.351703723442352,0.027634780617439958,-1.0515397630024315,-0.5513585912880404,-2.045225993725188,-0.21274704529265132,-1.1736479415603225,0,False,False,True,-2.3835815089238497,-0.2332241548971675,-1.8422955686875084,-0.5260637476740117,-1.0557774909091253
47,-0.4864336707405213,0,0,-0.6012446349171208,0.7292962118160877,0.10121772401369357,0.5725350630100147,0.1332645724330974,-1.5523179247396788,-0.005652671379723935,-0.15624404456309457,0.1903844297363218,1.0780006980007564,0,False,True,False,-0.09824834631605314,0.14315526946786855,-0.22595305957443126,0.3323746328446038,-0.16226283571007813
41,1.009072356267155,0,1,2.831253266564074,0.15958811232199044,-0.2422310793438177,-1.6093423894108692,-1.7680716802487364,0.29191329740110683,0.2920051031157214,-1.3324026166828888,-1.0190099953505976,0.3274511514803967,1,True,False,False,-0.6791507659739945,-1.0149352670399345,0.010055670345607306,-0.19452892485302914,-0.982138742310465
26,0.9845558640211276,0,0,-0.6012446349171208,-0.15591479087885463,-0.19316696457845894,-0.590864538004073,0.39733905197224095,-0.2309875943727256,0.9369302811891864,0.9842733587045842,-0.21274704529265132,0.3274511514803967,0,False,True,False,-0.5260447018781037,0.6353437474836849,-0.8017945803867543,-0.19222659969455008,1.0965786038844063
23,-0.5354666552325763,0,0,-0.6012446349171208,0.31463525332354847,-0.38942342363989396,0.15185942873329436,0.39733905197224095,-0.12841857329401185,-1.4443319147743765,0.05760296854959513,0.5935159047652949,0.3274511514803967,0,False,True,False,0.21134112152490453,-0.8122694231510691,0.6438941366674125,0.06018685365577455,-0.12131431363715311
41,1.0335888485131826,0,1,1.1150043158234768,-0.6030274765577667,-0.5366157679359702,-0.5566469026801295,0.39733905197224095,1.0541419050252705,0.09356658678542452,1.9109437488595733,-0.6158785203216244,0.3274511514803967,0,True,False,False,-0.0374562326309199,-0.08846283783369209,-0.0437586431752734,-0.19679971131070711,1.5737990036903327
36,-0.33933471726435643,0,0,-0.6012446349171208,2.2166670411914997,-0.2912951941091765,1.1582604676728159,0.7142284274192133,2.260836270657192,-0.5513585912880404,-1.7600966429082685,-0.6158785203216244,-0.4230983950399629,1,False,False,True,3.2419405667171146,-0.14636736465908226,2.6022983872314294,-0.2589940292904424,-2.090129521659799
6,2.3574794297986665,0,1,1.8301080452987257,0.8951605952131032,0.984371789790151,0.3229476053530131,-0.07799501119821747,2.003408139322382,-0.3033104458751693,-0.7977850839011643,-1.0190099953505976,-1.1736479415603225,0,False,True,False,1.8358414927776383,0.28791658653134394,1.1605235363205355,-0.5260637476740117,-1.2715345000970133
6,-0.16771927154216407,0,1,2.0446391641413,-0.14870329594855003,-0.38942342363989396,-1.675764857980878,0.8198582192348707,0.33012528564611776,-0.7001874785357631,0.02196179969748029,0.1903844297363218,2.5790997910414757,1,False,True,False,-0.8446404087835264,-0.17531962807177734,-0.6359746161562562,0.7129194819404848,0.3947785591878757
23,-0.21675225603421902,0,0,-0.6012446349171208,0.00994959251816085,-0.1441028498131002,-0.06954879983340048,-0.6589588661843334,1.77011389530021,0.6888821357763152,-1.296761447830774,0.1903844297363218,-0.4230983950399629,0,False,True,False,0.9172051082022872,-0.030558311008301933,0.6718832694600902,-0.2730503302579987,-1.414586116887746
9,0.5922919880846879,0,0,-0.6012446349171208,1.5441951389405564,0.24841006830976983,1.2367597487100992,3.566232806441964,0.15113228807738271,0.9369302811891864,-1.5462496297955786,-1.0190099953505976,-0.4230983950399629,1,False,True,False,1.6917416677462125,2.575145396134255,-0.2200889424771266,-0.3382803519355645,-1.7456914747525414
39,0.44519303460852294,0,0,-0.6012446349171208,-0.19016939179780362,0.34653829784048734,2.9617311294524398,-1.7152567843409077,1.9571515219731581,-0.6505778494531889,0.3427323193665145,-0.6158785203216244,-1.1736479415603225,1,True,False,False,2.644151448813303,-1.15969658410341,3.104189099082217,-0.5260637476740117,-0.7424501132459651
15,0.4697095268545504,0,0,-0.6012446349171208,2.0814515112482805,-0.09503873504774145,0.23035870977057718,-0.6061439702765047,-1.3230459952696139,0.34161473219829563,0.41401465707074486,-0.6158785203216244,1.828550244521116,1,True,False,False,0.7010553706551467,-0.2332241548971675,0.638455321896532,0.25560372076570337,-0.04961373872805718
1,0.44519303460852294,0,1,1.9016184182462506,-2.0236919778278577,-0.2912951941091765,0.11764179340935027,-1.662441888433079,-0.0459611249758307,-2.883011158169029,0.41401465707074486,-0.21274704529265132,-0.4230983950399629,0,True,False,False,-1.2105188707773855,-2.7810233352143343,0.9476481110330014,-0.3290451029648212,1.0388620228440972
37,-0.6335326242166862,0,0,-0.6012446349171208,0.9528525546555437,0.15028183877905232,1.2709773840340428,-0.34206949073736104,0.26174593826030884,0.19278584495057297,-0.9403497593096243,-0.6158785203216244,0.3274511514803967,0,False,False,True,1.4226802756953427,-0.030558311008301933,1.0690705743086328,0.09025098705730202,-1.274602999193078
25,-0.9522470234150434,1,0,-0.6012446349171208,0.9961215242373735,-1.174449259885634,0.3068451887299805,-0.8174035539078195,-0.11232931508558659,-0.1544815586274466,1.055555696408814,-1.0190099953505976,0.3274511514803967,1,True,False,False,0.7640990441063965,-1.3044579011668853,1.5389581128736594,0.2135139340035648,0.4124494808272532
4,0.5187425113466054,1,0,-0.6012446349171208,1.1475629177737792,-0.585679882701329,-0.29296983047797426,-1.0814780334469631,0.12699840076474453,0.6888821357763152,0.37837348821863,-0.21274704529265132,-0.4230983950399629,0,True,False,False,0.6357601374377803,-0.5516990524368134,0.8117432071055539,-0.3337735504378418,-0.049416062419344584
8,1.107138325251265,0,0,-0.6012446349171208,-1.019491308782882,-0.8800645712934815,-0.4761348195649677,-1.0286631375391344,1.0722423205097493,-0.05526230046229816,0.37837348821863,0.5935159047652949,-1.1736479415603225,0,False,True,False,-0.29075670631897615,-1.0728397938653247,0.39560722403704823,-0.5260637476740117,0.4023521864821445
25,-0.6335326242166862,0,0,-0.6012446349171208,0.8843433528176458,-0.6838081122320465,-2.015928409142436,1.9817859292071025,2.210557338755862,1.780293975592948,0.37837348821863,-0.6158785203216244,0.3274511514803967,0,True,False,False,0.674036653461753,1.6776252303407078,-0.4570637321567855,0.09025098705730202,-0.06563433915507938
27,0.7884239260529077,0,0,-0.6012446349171208,0.3759329602311413,-0.978192800824199,0.43566452171423947,0.7142284274192133,0.09481988434789342,-0.89862599486606,0.02196179969748029,0.5935159047652949,-0.4230983950399629,0,False,True,False,0.5321883881964424,-0.6675081060875937,0.8104941900468978,-0.3493264340378261,-0.28474518899769036
41,-0.3883677017564114,0,1,0.900473196980902,0.5958835556054446,0.5918588716672811,-0.47009641333133034,0.7142284274192133,-1.3109790516132946,-0.89862599486606,0.12888530625382483,0.1903844297363218,-1.1736479415603225,0,False,True,False,-0.6206102120549778,0.2300120597059538,-0.6731743844119383,-0.5260637476740117,0.363190593953834
30,-1.1974119458753183,0,0,-0.6012446349171208,0.5327829749652755,0.05215360924833481,0.023040095749035424,-0.923033345723477,-1.4457265891088593,-2.3373052382607127,-0.6195792396405895,0.1903844297363218,-0.4230983950399629,0,False,False,True,-0.4832650663218992,-1.825598642595397,0.8157279280409812,-0.08904057213726198,-0.3993766268212665
19,-1.6632252985498404,0,0,-0.6012446349171208,-1.3584315705072187,1.376884707913021,1.1039148115700819,1.506451866036644,0.2697905673645217,-1.146674140278931,-0.5482969019363597,-0.6158785203216244,-1.1736479415603225,0,False,True,False,-0.09712256643299486,0.9248663816106357,-0.630908468467294,-0.5260637476740117,-0.5002687102592488
43,-0.4619171784944938,0,0,-0.6012446349171208,-0.7634832387570537,0.05215360924833481,-0.087664018534312,-0.39488438664518977,0.08878641251973358,1.8299036046755224,-0.8690674216053943,-0.21274704529265132,-1.1736479415603225,0,True,False,False,-0.5035291042169432,0.8669618547852456,-0.8929632061335642,-0.5260637476740117,-0.6191796929090241
37,-0.21675225603421902,0,0,-0.6012446349171208,0.9636697970510012,0.10121772401369357,1.5286160500025605,0.4501539478800697,0.6941447526117471,1.0361495393543347,-2.9362552150280625,-1.0190099953505976,-0.4230983950399629,1,False,True,False,1.7525337814313457,0.8380095913725505,0.7342016578816298,-0.2730503302579987,-2.690346013720827
44,-0.16771927154216407,0,1,1.2580250617185265,-0.6336763300115629,0.34653829784048734,-0.22453455983008722,-0.6061439702765047,-0.6955649251410151,-0.20409118771002083,-0.12060287571097972,-1.0190099953505976,-0.4230983950399629,0,True,False,False,-0.9144387615331233,-0.3200809451352527,-0.6135366545359819,-0.27826710175111236,0.2977634141126744
33,-0.9522470234150434,0,0,-0.6012446349171208,-1.5098729640436241,-1.0272569155895577,-0.34530268450282986,-0.553329074368676,-0.21489833616429976,-0.40252970404031774,0.05760296854959513,0.5935159047652949,0.3274511514803967,0,False,True,False,-1.2544242862166484,-1.1017920572780198,-0.4448833759312927,0.2135139340035648,0.7007179995744992
29,-0.43740068624846634,0,0,-0.6012446349171208,1.4215997251253707,-0.7819363417627639,0.7838792811873143,0.8726731151426994,-0.6211521059270463,-1.3947222856918022,-1.7244554740561535,-1.4221414703795707,-1.1736479415603225,0,False,True,False,0.9239597875006369,-0.8991262133891543,1.3298358212618384,-0.5260637476740117,-1.7349400172132303
3,0.34712706562441303,0,0,-0.6012446349171208,1.0628278523426953,-0.8310004565281227,-0.5747621213810404,0.29170926015658355,0.1973889054266066,-0.3529200749577435,-0.15624404456309457,-1.0190099953505976,-1.1736479415603225,0,True,False,False,0.44775489696709037,-0.6096035792622035,0.6965745913846025,-0.5260637476740117,-0.3923137475245578
7,0.22454460439427562,0,1,0.5429213322432775,0.73290195928124,0.4446665273712048,-1.4724718481150945,1.1895624905896718,0.006328964201552429,0.39122436128086985,0.37837348821863,-0.6158785203216244,-0.4230983950399629,0,False,True,False,-0.3504230401210524,1.0985799620868062,-0.8889109129590871,-0.3133533525012574,0.4359713588960293
19,0.6413249725767428,1,0,-0.6012446349171208,0.2154771980318543,1.4750129374437386,-0.3593922990479829,0.027634780617439958,0.11090914255631869,1.482636201097503,0.23580881281017,-0.21274704529265132,-0.4230983950399629,0,False,False,True,0.0030718431591680835,1.735529757166098,-0.9229107455906403,-0.3411693272546175,0.12465077673296132
3,0.9110063872830451,0,0,-0.6012446349171208,-0.13968892728566873,-0.48755165317061144,-0.13194566424765072,0.29170926015658355,0.19336659087450042,1.3834169429323544,0.3427323193665145,0.1903844297363218,1.0780006980007564,0,True,False,False,-0.041959352163151754,0.6932482743090751,-0.4775259126245527,-0.014653648641644992,0.2382448546038106
